chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,Lang
0.48247758,3302.012134,3436.51924,6026.435901,0.090037397,English
0.4856869,3347.878907,3191.466036,5958.272255,0.097199202,English
0.5294776,5251.63832,4767.634748,10292.85477,0.14946587,English
0.4973647,3648.59669,3556.961643,6652.152186,0.102727504,English
0.49450147,3365.429218,3375.366631,6005.097281,0.097652086,English
0.46509752,3298.199798,3291.432014,5981.060101,0.091681312,English
0.49489877,3430.570924,3444.69882,6312.083555,0.099924832,English
0.4706594,3483.540525,3438.050027,6449.610208,0.097484467,English
0.4803688,3341.553522,3446.891064,6187.20016,0.089254481,English
0.545346,5564.016601,4844.377482,10784.01199,0.154910104,English
0.45926622,3083.08889,3138.401016,5674.223747,0.084115555,English
0.46445325,3727.241812,3600.099944,7030.900187,0.102161139,English
0.52840585,5499.208834,4633.699332,10362.5146,0.157883689,English
0.49151894,3504.571289,3560.650098,6529.517591,0.095172158,English
0.55717134,5108.700793,4634.776536,9916.926434,0.140716324,English
0.48186892,3308.535482,3253.903934,5897.304771,0.097369944,English
0.47628218,3457.606626,3402.119712,6251.715752,0.099107559,English
0.44803938,2874.077628,3131.023463,5326.059435,0.072516533,English
0.488773,3284.089471,3242.69888,5844.682836,0.095101363,English
0.4816876,4849.284949,4328.305081,8974.821784,0.125461083,English
0.43049562,4056.810935,3548.892968,7100.912846,0.113539446,English
0.4344191,3702.609177,3315.412213,6342.667244,0.107054363,English
0.41557717,3229.794859,3565.8137,6291.549524,0.073703436,English
0.44126722,3229.300659,3111.784623,5702.408715,0.095718742,English
0.45675105,3898.159569,3413.537982,6798.1024,0.106676668,English
0.45371914,3610.625536,3379.793918,6399.03718,0.096357984,English
0.46958774,3975.123604,3454.422544,6816.611842,0.109549483,English
0.43587968,3891.867331,3538.05947,6930.853545,0.103214744,English
0.48060706,4687.487432,4277.34299,8827.387339,0.12296305,English
0.4429569,3151.770059,2893.069349,5217.367404,0.089161822,English
0.42559654,3100.080144,3094.113032,5434.901386,0.078300948,English
0.41787133,3299.293721,3252.089305,6008.195629,0.08470066,English
0.47042072,3577.594669,3647.716835,6528.967884,0.087551223,English
0.42829117,4530.87317,4084.333877,8489.432054,0.116067087,English
0.41857377,3313.402041,3239.057761,5805.253865,0.091677147,English
0.4265533,3794.208522,3367.088162,6591.884328,0.107648837,English
0.43862277,3721.965081,3245.110072,6394.356618,0.107383961,English
0.45420602,3979.701165,3362.728245,6851.181402,0.11344401,English
0.4805524,4481.265687,4084.70103,8315.48187,0.11287,English
0.46630323,4773.221769,4471.346403,9156.169041,0.118675113,English
0.45187098,4011.124541,4137.866617,7900.773949,0.088416934,English
0.45975187,4220.142748,3657.174087,7401.431075,0.121842144,English
0.52374893,5193.454823,4407.4329,9636.197347,0.149257,English
0.5045916,4695.366917,4137.3602,8717.039968,0.112675614,English
0.46569782,4029.129206,3365.019121,6919.160312,0.12179185,English
0.49610496,5456.998663,4784.182198,10329.30195,0.131882863,English
0.42540622,3924.401972,3831.463794,7368.853878,0.095935769,English
0.41578627,4071.175221,3526.299661,7299.587264,0.112223614,English
0.46873298,3987.423135,3491.3463,6951.142724,0.115282266,English
0.43952295,3782.668496,3280.042463,6540.061967,0.109486399,English
0.4526309,4250.444233,3611.353759,7415.445096,0.117505039,English
0.4445323,3871.586868,3238.030716,6499.333689,0.117921484,English
0.42849058,3518.615554,3571.940178,6604.727479,0.08194692,English
0.42110533,2594.328526,2847.676649,4420.742271,0.07071541,English
0.43912575,2878.019318,3006.385926,4927.921775,0.073086021,English
0.4270783,3251.131702,3175.706217,5735.640991,0.085835471,English
0.5006143,4989.329098,3874.131869,8687.211982,0.13733979,English
0.45186985,3179.511542,3270.375676,5584.521588,0.080823561,English
0.43839216,3631.694136,3423.956696,6399.320652,0.088746886,English
0.45628542,3656.313135,3415.472833,6550.533088,0.099296875,English
0.47919053,4438.351136,3677.54232,7671.808369,0.126861507,English
0.4619478,3703.22898,3852.988249,7231.020602,0.085902333,English
0.44070068,3883.142019,3851.42286,7185.534274,0.098637013,English
0.49794215,3718.784134,3280.53923,6385.89419,0.106459888,English
0.45635173,4099.808844,4102.481508,8065.884847,0.092810833,English
0.43922338,3882.150308,3674.000785,6974.180437,0.107869553,English
0.43432763,3588.968142,3453.601927,6587.786514,0.098876433,English
0.46951324,4302.240071,3840.560046,7856.611395,0.126048531,English
0.4799196,4848.053447,4356.319982,9006.163495,0.124650262,English
0.4319127,4172.224047,3749.768027,7603.842068,0.112550903,English
0.4537596,4068.210727,3466.471966,7087.019564,0.115673963,English
0.4842505,4457.014026,3994.004142,8250.376506,0.116769814,English
0.46374,3906.010561,3384.611888,6750.14992,0.111257329,English
0.42938957,3544.160543,3301.777946,6159.165112,0.097875925,English
0.4374717,3736.864103,3399.122734,6601.179371,0.101151261,English
0.4799938,4801.100297,3970.20532,8491.552033,0.131385037,English
0.4669938,4472.069301,3898.201479,8147.291667,0.118474392,English
0.43417,3459.775472,3084.193345,5883.86194,0.107975746,English
0.4449606,3855.203744,3454.544588,6848.047708,0.114777327,English
0.42499843,3464.878328,3194.881416,5910.847548,0.095723947,English
0.506672,4757.622712,4029.475394,8616.565744,0.127867174,English
0.45119065,4363.167051,3684.249469,7688.299574,0.120800157,English
0.47747883,4176.918473,3901.911073,7787.787463,0.097915604,English
0.49341843,5572.688224,4594.309345,10361.56088,0.155420175,English
0.44402927,3639.456343,3657.44148,6886.040648,0.087272215,English
0.4797669,5067.70821,4751.041516,9921.551405,0.130899824,English
0.4344648,3558.449094,3308.855504,6283.748667,0.101114822,English
0.44650045,3615.654724,3428.881352,6459.105144,0.10073794,English
0.44168016,3598.769547,3431.508132,6477.695229,0.096791086,English
0.44426185,3909.681574,3440.653042,6840.648855,0.112405326,English
0.46211535,3894.357192,3457.993012,6859.291711,0.112479594,English
0.5015149,5189.654352,4017.112085,8972.737389,0.149269172,English
0.46906784,5222.375019,4360.794659,9478.39033,0.12974462,English
0.4610567,3849.185484,3460.422637,6765.841551,0.102064316,English
0.4336544,3879.647787,3412.525117,6743.303571,0.105351104,English
0.4860192,5054.522165,3866.885087,8610.990616,0.157328922,English
0.44827273,3949.909447,3551.821577,7037.839854,0.109029188,English
0.48455346,4529.100102,3745.502156,7770.605677,0.137812958,English
0.4262262,3662.812687,3203.786603,6321.078758,0.109886186,English
0.4615812,3413.63089,3147.77798,5902.822581,0.095221144,English
0.41064167,3628.598376,3312.644631,6321.978278,0.096844183,English
0.4222475,2964.831753,3170.461544,5356.290584,0.074312601,English
0.4518468,4268.139566,3828.264236,7774.340986,0.11533181,English
0.43564907,3313.623519,3128.549411,5801.60581,0.09341268,English
0.45945764,3407.655547,3300.201448,5905.35048,0.086038488,English
0.43264556,3927.412705,3976.15406,7594.723442,0.095305324,English
0.45726013,3880.364212,3432.346655,6842.150853,0.107985116,English
0.47875834,3871.075786,3827.139238,7330.149756,0.10590689,English
0.47146726,4215.92165,3915.558281,7695.877259,0.106225684,English
0.42806542,4179.367469,3907.423486,7700.34315,0.107345874,English
0.45357054,3838.516843,3494.14343,6847.933221,0.109425141,English
0.44961387,3618.668829,3319.433313,6389.09382,0.102274803,English
0.45744622,3797.125541,3681.291364,7030.474714,0.087854594,English
0.48172545,4255.878014,3729.494515,7443.268107,0.12722997,English
0.46851298,3653.559319,3367.340779,6416.427905,0.103462528,English
0.4455648,3288.272616,3194.536227,5682.46935,0.089146205,English
0.43071622,3566.612272,3271.888645,6161.763726,0.097338711,English
0.46251616,3923.676557,3458.213071,6915.41178,0.113359333,English
0.43339902,3709.481028,3603.627974,6826.518053,0.096935047,English
0.43120173,4268.217044,3425.952258,7121.93674,0.12142026,English
0.47286856,4417.718546,4182.540162,8427.849265,0.103948151,English
0.44768244,4038.725763,3795.572087,7321.423687,0.10911323,English
0.44642583,4274.196334,3540.135394,7256.579824,0.132842692,English
0.47933683,4704.101082,4264.266055,8905.537614,0.126809164,English
0.4702246,4889.499828,3993.140002,8673.425573,0.136681477,English
0.46673077,4863.969027,4478.946233,9522.154851,0.126712628,English
0.47211632,4319.20802,3821.32704,7806.922372,0.114380778,English
0.45242476,4003.105212,3516.122516,7017.891221,0.113508618,English
0.4118277,3055.4669,3167.575865,5431.553172,0.081577325,English
0.43206188,3671.80106,3293.674413,6369.552905,0.10465356,English
0.45502734,3699.191262,3492.047991,6748.850613,0.095462628,English
0.41147688,3481.59995,3470.331219,6210.024351,0.095750051,English
0.41959488,3831.781614,3400.989334,6739.70549,0.106716001,English
0.44914553,3866.20735,3485.89331,6946.645123,0.108261011,English
0.4292273,4161.577168,3729.804171,7481.579473,0.106120832,English
0.4699463,4173.973148,3491.175222,7076.116071,0.115780996,English
0.43569496,3221.13821,3237.601905,5683.868603,0.082857892,English
0.45229074,3512.922505,3417.648581,6123.605593,0.09094686,English
0.43603152,3713.353766,3281.907832,6352.61194,0.109381247,English
0.467385,4222.929684,3713.251135,7485.788509,0.123993591,English
0.45364353,3901.146995,3553.163693,6934.851413,0.11631609,English
0.48451737,4898.502748,4285.224977,9070.961289,0.123492917,English
0.4265002,3739.737805,3341.07611,6426.938335,0.103350327,English
0.45306712,3965.762578,3518.673393,6837.353412,0.110219341,English
0.43432054,4012.064661,3295.355538,6735.057969,0.117147938,English
0.44780234,3542.712773,3463.580901,6421.564158,0.088771344,English
0.4385103,3585.100951,3428.182895,6398.88726,0.100989889,English
0.4504038,3807.299052,3287.341307,6536.913646,0.109119928,English
0.43617815,3924.509397,3472.548585,6992.070896,0.107188666,English
0.45833153,4000.789901,3765.36565,7349.699733,0.103432218,English
0.48220485,3835.982529,3708.428628,7067.073171,0.095650195,English
0.44229585,3341.197743,3409.108762,6235.624334,0.088118628,English
0.4341072,4048.993099,3567.912796,7162.247475,0.108130458,English
0.48333582,4364.005157,4073.178552,8305.966415,0.110043997,English
0.4264828,3623.861477,3468.350263,6407.932436,0.096318422,English
0.48163807,5185.874768,4576.735481,9852.746212,0.128153278,English
0.43635815,4173.060052,3585.460608,7417.532823,0.108146284,English
0.43096045,3506.83236,3355.448672,6161.813699,0.090852587,English
0.48353764,4528.691463,3718.044676,7893.243594,0.126831393,English
0.464116,4253.320679,3651.770131,7460.74827,0.1160876,English
0.44451383,3323.932014,3145.784672,5774.596774,0.089865801,English
0.43252352,3510.51473,3371.217548,6333.022388,0.09367504,English
0.4295977,2994.887873,2988.744989,5133.41218,0.081929221,English
0.5170344,5369.289103,4726.65645,10249.39202,0.154638862,English
0.45693544,3291.178543,3215.020543,5753.631397,0.080598681,English
0.48169163,4350.595059,3770.689788,7987.871813,0.124196342,English
0.43613076,3559.514647,3351.560679,6327.52532,0.100412072,English
0.48552182,4035.83056,3405.035709,6991.021455,0.116318172,English
0.4535571,5093.08447,4374.225408,9604.293699,0.131199452,English
0.5624667,4078.299662,4191.928899,7852.217742,0.05968057,English
0.5415125,4349.502893,4153.479887,8099.426709,0.080889585,English
0.55182564,4305.257043,4228.843616,8076.042777,0.072723714,English
0.5386946,3878.998822,3915.096065,7166.377932,0.069477529,English
0.5390749,3879.137704,4016.46129,7426.339286,0.065612923,English
0.53020614,3316.598908,3707.499094,6180.553705,0.046624092,English
0.5336226,3514.914592,3569.791693,6363.35621,0.077961546,English
0.58013374,5014.488677,4815.670256,9775.22373,0.066321675,English
0.5110804,3838.906264,3886.170867,7181.569829,0.071510819,English
0.50510865,3500.356659,3597.509226,6290.295176,0.073129747,English
0.5370611,4253.613702,4185.392836,8009.328358,0.080662188,English
0.5718227,4646.235234,4591.752384,9211.154013,0.060370958,English
0.5544269,4185.259317,4180.873958,8039.0625,0.071300021,English
0.5514419,3753.371253,3935.340473,7201.259328,0.063508837,English
0.49006224,3510.712073,3594.656813,6236.873667,0.084163446,English
0.5419629,3786.105251,3870.68999,7012.959755,0.064695704,English
0.5108753,3623.531443,3797.421174,6689.732143,0.07974601,English
0.5499938,4085.279897,4064.665535,7561.817031,0.074741388,English
0.5602136,4304.621198,4209.599747,8292.027585,0.066530142,English
0.529245,3709.774085,3693.140091,6674.290378,0.068657133,English
0.6127981,4779.558698,4781.555583,9497.375954,0.050661975,English
0.5451156,4707.995958,4844.05306,9607.276119,0.057772313,English
0.53083926,3991.371102,3922.321404,7476.062767,0.084524712,English
0.5539739,4333.992556,4138.171464,8083.138993,0.072361407,English
0.48444167,3913.128312,3677.021179,6835.654318,0.107028335,English
0.56193274,4139.896438,4253.359688,8119.288661,0.053898371,English
0.5725432,5256.339912,4978.330676,10459.74475,0.080735379,English
0.5859506,5162.748283,4797.535045,10021.05544,0.068936151,English
0.48661968,3400.805559,3589.757913,6190.348481,0.070187567,English
0.57068056,4639.261148,4411.709575,8741.627984,0.077388045,English
0.54366857,3797.092208,3995.762224,7222.847814,0.05729132,English
0.53372335,3743.917976,3994.560026,7016.807703,0.058567722,English
0.56435484,3948.949581,3883.250142,7219.299707,0.069888768,English
0.52900445,3783.522816,3633.64043,6856.393257,0.080524762,English
0.57300305,4499.620009,4324.393827,8632.396055,0.065705582,English
0.52720493,4533.942033,4083.484776,8278.085021,0.096258037,English
0.5414006,4326.766667,4280.049316,8285.68097,0.063336012,English
0.54779893,4077.007879,4269.022445,7930.370469,0.059668177,English
0.55931824,4353.655185,4182.294285,8148.4375,0.072457173,English
0.5193802,3615.203761,3761.887162,6699.985566,0.058495643,English
0.5396626,4346.932069,4168.344334,8247.701226,0.076367604,English
0.49023888,3699.446672,3735.304007,6847.148188,0.07654147,English
0.54773813,3486.522947,3951.492892,6726.094919,0.0493091,English
0.5323721,3893.967551,4006.90186,7320.995469,0.06770868,English
0.6075693,4766.74683,4718.293136,9329.51595,0.05738826,English
0.49578184,3608.192938,3798.178674,6731.659781,0.071837728,English
0.5425824,4756.323492,4467.964191,9129.610941,0.077484471,English
0.5939745,4483.621649,4400.19068,8668.795239,0.064574923,English
0.5287528,4208.431396,4123.359493,7925.373134,0.071283857,English
0.5253423,3422.051438,3359.93667,5984.108475,0.083128581,English
0.60920024,5425.458499,5123.028182,10730.2585,0.058964456,English
0.59058017,4665.575343,4455.536039,8869.019856,0.073171392,English
0.4945202,3419.510859,3710.733422,6297.691231,0.065091326,English
0.5269754,3217.203815,3477.479722,5708.555437,0.066141808,English
0.518134,3571.684496,3686.246929,6434.368337,0.072312475,English
0.5130168,4512.833837,4467.392462,8840.209083,0.082109703,English
0.6126797,5236.168217,4905.665271,10281.22928,0.059319048,English
0.53340477,3153.503224,3279.383473,5641.791045,0.070764342,English
0.538632,3834.08957,3898.719287,7128.648054,0.059478695,English
0.54702765,3599.706919,3643.292117,6643.70669,0.064396905,English
0.5364942,3868.129702,3815.752573,7201.259328,0.072058444,English
0.4883636,3228.376954,3519.01036,5821.994936,0.059514092,English
0.50768375,3825.155998,3758.449648,7047.491338,0.077321262,English
0.56562287,3867.637577,3997.020878,7271.575724,0.06211938,English
0.57345784,3841.266129,4098.073341,7351.629131,0.04832735,English
0.51605564,3499.954499,3673.58602,6400.836221,0.071711754,English
0.5315158,4653.190474,4698.247666,9209.251349,0.065854738,English
0.5382188,3851.281304,3927.259306,7382.562633,0.07056549,English
0.5858327,4305.783158,4357.157426,8258.695362,0.055935793,English
0.5341657,4103.768172,4221.722923,7776.702425,0.072394723,English
0.6112812,4987.49778,4771.119171,9737.60661,0.056687475,English
0.60403174,5601.52389,5336.246704,11400.66964,0.065668846,English
0.54383385,3835.601078,3963.04005,7104.710821,0.063662921,English
0.5369633,3584.984108,3614.391688,6463.202958,0.064908091,English
0.53486055,3418.233173,3642.731078,6374.450293,0.062888335,English
0.53625846,3612.209799,3697.679439,6639.608875,0.061784756,English
0.60686296,4967.171102,4762.038489,9662.825989,0.056563343,English
0.57643086,4637.26144,4410.909457,8794.310592,0.075358073,English
0.55769295,4326.941846,4256.459759,8337.843999,0.066575918,English
0.5830215,5000.960535,4863.67169,10020.09561,0.066263777,English
0.5718373,4146.508483,4221.607967,8027.918443,0.04939449,English
0.55224544,3756.603952,3784.568155,6851.345949,0.07051864,English
0.54399997,4115.166635,4029.396442,7610.840885,0.074989172,English
0.5537652,4403.756635,4170.256347,8283.43217,0.072789304,English
0.5197002,3070.517369,3434.661733,5591.717751,0.064482276,English
0.54416305,3629.636076,3849.928827,6906.516525,0.057820204,English
0.4963358,3150.646906,3530.138272,5618.753332,0.059256938,English
0.5888411,4872.174813,4741.341373,9448.710688,0.058613531,English
0.5379544,3954.958507,3892.11673,7335.437767,0.080275936,English
0.5101349,3895.748289,4045.544772,7427.912723,0.074372086,English
0.58001924,4582.346689,4391.787792,8647.52063,0.067382813,English
0.5300173,3741.274359,3720.67435,6809.618204,0.07974601,English
0.53554004,4077.921905,4137.061185,7686.500533,0.071556628,English
0.5278316,3023.987073,3447.053301,5449.44363,0.056584405,English
0.5679002,4967.307535,4594.32398,9559.901386,0.080557036,English
0.5717378,4733.031112,4675.890435,9275.903515,0.070704938,English
0.60030746,4552.962869,4654.886794,9111.690432,0.054198178,English
0.5218735,3939.477402,3851.87897,7310.001333,0.068379156,English
0.5879121,4984.18038,4705.342151,9761.08871,0.072475638,English
0.55838543,4283.267704,4321.872673,8215.96815,0.066035614,English
0.52832043,3127.696913,3517.061441,5668.526786,0.067835696,English
0.50472444,3162.465274,3303.174675,5495.26919,0.072591493,English
0.48545697,3481.581681,3486.639061,6110.591018,0.079184851,English
0.5334287,3330.939457,3624.953229,6111.490538,0.063276669,English
0.50036424,3489.518394,3585.217998,6380.297175,0.07321616,English
0.5525257,3866.351197,4040.830314,7184.618204,0.061564041,English
0.5643922,4886.69157,4488.381296,9244.119803,0.071761727,English
0.51607394,4084.45955,4091.094629,7658.465485,0.071128731,English
0.5471959,4140.614944,3968.270623,7702.142191,0.074159407,English
0.5953158,4422.47585,4502.582518,8612.197581,0.053640583,English
0.54849166,3993.315968,3707.539244,7231.59315,0.081148388,English
0.5573243,3999.56493,3912.941807,7223.047708,0.071400461,English
0.5340771,4125.212703,4166.16996,7772.781489,0.077390714,English
0.5688753,4258.160182,4286.092027,8159.648188,0.056822819,English
0.5423352,3978.285691,3961.911335,7295.808902,0.076778843,English
0.5094169,3154.985377,3474.390534,5787.813166,0.05793785,English
0.5329659,3337.025254,3523.498815,5812.599947,0.069789862,English
0.58551663,4163.028181,4188.74762,7947.220897,0.06197693,English
0.51345,4218.846772,4474.447965,8431.540342,0.06783886,English
0.5482301,3649.72821,3899.850919,7017.907116,0.058309527,English
0.49788472,3083.430417,3308.39167,5465.185235,0.066302139,English
0.5148791,2985.505954,3214.120126,5208.821962,0.062922691,English
0.56708634,4337.187906,4257.630915,8201.488466,0.067049174,English
0.5728175,4890.079591,4620.041584,9392.690565,0.071075635,English
0.55960953,3940.255863,3925.747658,7373.717351,0.067368237,English
0.5349401,3489.990135,3920.830584,6616.519919,0.053272274,English
0.58064353,4021.328861,4286.497205,7809.884728,0.045302922,English
0.5670844,5721.532242,5136.658915,11085.20715,0.09613746,English
0.5371341,3902.38191,3878.546114,7209.954691,0.07948365,English
0.5931378,5065.110798,4726.221379,9713.817971,0.065208212,English
0.5562092,4114.054853,4100.681752,7705.698529,0.067096737,English
0.61016726,5128.098465,4812.113727,9969.982676,0.063036172,English
0.56073004,4847.164814,4513.47246,9289.208528,0.077974409,English
