chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,Lang
0.38027313,2252.042261,3180.363378,4575.479403,0.04087449,Marathi
0.24485834,2044.333595,2132.073211,4398.169834,0.047850517,Marathi
0.41892856,2274.038895,2767.079431,4271.35428,0.057795883,Marathi
0.5952947,5066.535212,4583.269606,9872.898691,0.165433313,Marathi
0.46177313,2262.199855,2796.084136,4767.95709,0.034280675,Marathi
0.5442031,720.3266726,1311.420145,1200.388235,0.011073399,Marathi
0.30637822,1664.493097,1703.293594,3423.424174,0.047366405,Marathi
0.35064843,2356.542755,3161.243868,4762.035396,0.037573865,Marathi
0.40103385,1943.354181,2883.277896,3514.580146,0.038668688,Marathi
0.45889995,1816.031273,2184.253686,3471.915292,0.040012884,Marathi
0.38657838,1393.988206,1945.062039,2484.676124,0.0259866,Marathi
0.47834647,2046.66416,2775.43913,4427.78038,0.026881608,Marathi
0.3299012,3980.105899,2474.195095,6046.175373,0.16018436,Marathi
0.29597217,1514.092881,1461.450074,3038.594085,0.048188236,Marathi
0.45656025,2234.14724,2843.914963,4856.430675,0.027064583,Marathi
0.41552025,1919.462574,2482.264696,4025.428266,0.025580919,Marathi
0.45164612,1939.958541,2142.226476,3486.7727,0.04921397,Marathi
0.4161002,2705.033845,3380.445647,5616.918549,0.053900132,Marathi
0.46847633,2497.344709,3258.265384,5208.726235,0.055593495,Marathi
0.37421387,2468.013002,3217.466342,4971.17226,0.046646154,Marathi
0.44445792,1972.448652,2989.07623,3878.374692,0.037642972,Marathi
0.42045483,1916.195156,2709.388444,3351.44982,0.041752031,Marathi
0.49199885,2627.933509,3394.147293,5579.17444,0.026657658,Marathi
0.41122574,1406.720052,1845.376096,2543.696467,0.029906442,Marathi
0.49465948,2628.463864,3500.710701,5728.486349,0.027489084,Marathi
0.42862085,2221.429047,2929.871957,4492.722832,0.044677212,Marathi
0.35975286,1710.552782,2556.699782,3061.312038,0.033260903,Marathi
0.3840568,1568.693514,2039.346533,3083.361215,0.03890671,Marathi
0.4921679,2833.67575,3659.954184,6513.71788,0.019022057,Marathi
0.32014385,1421.288768,1410.358571,2943.539213,0.041947228,Marathi
0.39660338,2640.171119,3288.356857,5399.463232,0.052585273,Marathi
0.4609816,2671.287101,2856.170319,5263.086279,0.072757321,Marathi
0.4465062,1523.66757,2176.474837,3025.495182,0.027821576,Marathi
0.44808626,1389.249567,2120.170829,2959.398421,0.026532388,Marathi
0.44316712,1834.392468,2459.160313,3742.703891,0.028859608,Marathi
0.47469878,1965.014885,2837.283834,4094.686831,0.02104419,Marathi
0.42136136,1521.579939,2045.421932,3201.502275,0.023554604,Marathi
0.69772017,690.2135496,1327.726356,1312.94976,0.007636552,Marathi
0.3823981,1522.238589,1930.724052,2716.190444,0.031344101,Marathi
0.44753656,2150.002217,3078.029381,4395.032165,0.041878369,Marathi
0.46303248,1107.282852,1681.66863,2009.251204,0.022880211,Marathi
0.46125317,2226.670315,3088.32579,4243.898192,0.049713633,Marathi
0.51071024,1664.257404,2138.084686,3354.322805,0.035542065,Marathi
0.41082096,2761.169003,3369.563551,5672.468108,0.058277335,Marathi
0.44646084,2216.999245,2436.292912,4126.092999,0.05854367,Marathi
0.3313967,1464.760487,1555.221252,2950.565444,0.036087853,Marathi
0.38720345,2597.983969,3263.384645,5163.472257,0.052858994,Marathi
0.5228395,1957.91376,2678.344237,3824.160448,0.037363406,Marathi
0.4260931,1572.075767,2005.481328,2941.064112,0.033956603,Marathi
0.47453704,2477.507663,3245.272395,5114.1428,0.02946103,Marathi
0.33611035,1690.511933,2064.594811,3118.136994,0.035413405,Marathi
0.3725698,2568.758788,3275.482452,5048.707933,0.053405904,Marathi
0.4168099,2063.015466,2929.620146,3669.177502,0.045577469,Marathi
0.4923421,1736.013402,2437.26846,3414.478945,0.03058473,Marathi
0.53723425,2554.660982,3423.21156,5720.908057,0.021379818,Marathi
0.29977888,1621.414599,2232.814559,3063.210557,0.027138695,Marathi
0.4419546,2854.058281,3444.262841,5910.437609,0.064105979,Marathi
0.45345652,1737.771249,2416.511329,3544.809435,0.023471857,Marathi
0.47289962,1632.247752,2447.193056,3256.306879,0.025713706,Marathi
0.43319967,1463.066668,1893.134134,2839.584995,0.027719874,Marathi
0.41890064,2788.817985,3351.287394,5728.886104,0.060626548,Marathi
0.46632916,2426.319393,3267.218496,5422.142666,0.018465814,Marathi
0.38899034,2425.592214,3199.896805,5064.669608,0.046788498,Marathi
0.45455298,3374.823518,3565.723725,6576.142724,0.09229765,Marathi
0.45580778,1858.840048,2980.249184,3446.361682,0.033255239,Marathi
0.45813045,1644.467709,2183.719223,3339.568897,0.031635211,Marathi
0.43061954,2352.846419,3188.836939,5078.038899,0.046837614,Marathi
0.3257687,1573.688251,1541.869773,3308.351178,0.048190327,Marathi
0.4607963,2498.695792,3269.287049,5408.615405,0.024690998,Marathi
0.42173395,2303.406666,3081.049396,4385.244345,0.050527435,Marathi
0.40468895,2554.775552,3249.23102,5260.196808,0.050594321,Marathi
0.48844087,2405.120786,3198.084954,5456.37045,0.025953142,Marathi
0.40990713,1910.190216,2320.979428,3589.852115,0.048885631,Marathi
0.506937,1123.32981,1812.241764,2346.998268,0.016068513,Marathi
0.45562184,2167.157995,2656.641523,3778.884595,0.057659873,Marathi
0.46449053,2399.636426,3266.327441,5021.68286,0.049672138,Marathi
0.37950167,2491.436055,2018.478806,4098.300321,0.087079263,Marathi
0.4332122,1698.181317,2330.261275,3392.640592,0.029550906,Marathi
0.37399262,1749.7489,1559.905286,3429.352918,0.063959616,Marathi
0.41512313,1545.568688,1978.818757,3024.591809,0.032070773,Marathi
0.46526957,2934.265313,3468.206451,6698.808887,0.027784981,Marathi
0.3944106,2596.446645,3274.766625,5221.073946,0.053514032,Marathi
0.48443913,2843.110414,3621.97931,6309.555675,0.024622131,Marathi
0.5207996,4009.077877,4089.924058,8298.866368,0.109768812,Marathi
0.43064103,1870.63751,2943.474409,3632.033982,0.031575521,Marathi
0.50684446,2088.159247,2783.64397,4343.064106,0.032545461,Marathi
0.49599448,3266.174077,3556.18629,6832.020714,0.059427567,Marathi
0.45273867,1983.350236,2679.968183,4229.540284,0.029623093,Marathi
0.45362625,2458.335196,3158.59964,5462.636594,0.018755622,Marathi
0.50108284,2551.544457,3511.888925,5594.916045,0.022032,Marathi
0.5128836,1308.600574,1798.949265,2512.559968,0.023826876,Marathi
0.44757646,1468.837544,2286.536947,2801.609342,0.024585536,Marathi
0.43347412,2229.882928,2814.987193,3897.809532,0.057320367,Marathi
0.43270746,1577.890305,2382.877773,3215.002677,0.025287114,Marathi
0.41037402,2490.399806,3248.102878,5109.894354,0.049361934,Marathi
0.51448333,1338.649226,1860.831841,2604.874866,0.02592282,Marathi
0.40573254,2418.34393,3256.777032,4853.855032,0.044506438,Marathi
0.44848433,1959.486331,2566.130393,3951.652837,0.029420252,Marathi
0.45566875,1851.590691,2507.851697,3794.817318,0.028181252,Marathi
0.41136983,2586.249614,3307.59116,5319.450587,0.051600339,Marathi
0.3837903,2850.764976,3332.090222,5572.080215,0.066320886,Marathi
0.54663414,4026.631686,3900.906289,7996.012747,0.115728321,Marathi
0.4643309,1721.650888,2429.652721,3453.058369,0.029954857,Marathi
0.39556023,2520.37562,2373.486904,4332.741477,0.073813556,Marathi
0.45232332,2252.651222,3056.188878,4474.559641,0.05035981,Marathi
0.37122142,2400.072617,3197.585419,4771.178265,0.046697134,Marathi
0.35570133,1709.750813,1563.354553,3435.726713,0.061676091,Marathi
0.62998503,1286.326577,1968.382719,2654.761108,0.017058477,Marathi
0.5057506,2554.731947,3369.367395,5662.138651,0.032406401,Marathi
0.42086127,2030.826207,2919.281851,3779.601739,0.042952889,Marathi
0.4203758,2684.116616,3373.488575,5479.525721,0.05436349,Marathi
0.36390272,1690.085799,2109.737831,3168.378613,0.034019715,Marathi
0.4487198,2201.09993,3133.583752,4410.140543,0.04569015,Marathi
0.4342632,2356.338058,3218.991888,4705.883277,0.047013859,Marathi
0.40244037,1891.742433,2508.555174,3778.2053,0.027516269,Marathi
0.41127926,2738.029113,3381.108164,5624.532889,0.060179241,Marathi
0.4413995,2914.61694,3282.118285,5879.116587,0.075010927,Marathi
0.4076258,2540.630856,3306.169826,5275.735154,0.048823572,Marathi
0.40772578,1433.003195,1818.904812,2597.146012,0.029206956,Marathi
0.40888447,2709.345186,3366.49644,5589.689788,0.055721841,Marathi
0.50552696,2131.183511,3051.946036,4660.214552,0.020410989,Marathi
0.37965772,2209.47648,2929.350453,4117.258864,0.050719788,Marathi
0.44425744,2005.967119,2681.545631,4242.588999,0.026263676,Marathi
0.40004906,1529.52404,1923.653629,2984.94379,0.031658818,Marathi
0.4308999,1252.687229,1935.31311,2285.331906,0.025454405,Marathi
0.5623564,1174.96123,1609.318298,2197.927772,0.026282857,Marathi
0.41124958,2463.754913,3225.537191,4936.62485,0.047289299,Marathi
0.39634827,2742.079186,3310.395967,5412.66424,0.054673842,Marathi
0.4108429,1979.967197,2875.904542,3938.317444,0.036262566,Marathi
